__id__,__filename__,text,,
0,Check the Math in the News - National Council of Teachers of Mathematics,A coffee chain announced a new rewards program. The table below lists the anticipated changes. A newspaper article described the changes (Choi 2016).,,
1,Check the Math in the News - National Council of Teachers of Mathematics,Read the quoted statements below from the news article and answer each question:,,
2,Check the Math in the News - National Council of Teachers of Mathematics,"1. â€œPeople will now have to earn 125 stars for a free item, with each dollar spent being worth two starsâ€”meaning they have to spend $62.50 to get their free item.â€",,
3,Check the Math in the News - National Council of Teachers of Mathematics,a. How much would people at the Gold level have to spend to get their free item under the rules of the new rewards program?,,
4,Check the Math in the News - National Council of Teachers of Mathematics,"b. Is the quoted statement correct? If so, explain why. If not, explain why not.",,
5,Check the Math in the News - National Council of Teachers of Mathematics,"2. â€œSomeone who regularly pays $2 for a regular drip coffee would currently earn a free item after spending around $24 over 12 visits. Under the new system, they would have to visit more than 31 times to earn the perk.â€",,
6,Check the Math in the News - National Council of Teachers of Mathematics,"a. With the current rewards program, how much would people need to spend to get a free food or drink item?",,
7,Check the Math in the News - National Council of Teachers of Mathematics,"b. With the new rewards program, how much would people need to spend to get a free food or drink item?",,
8,Check the Math in the News - National Council of Teachers of Mathematics,"c. Is the quoted statement correct? If so, explain why. If not, explain why not.",,
9,Check the Math in the News - National Council of Teachers of Mathematics,3. â€œSomeone who gets a large latte for $4.45 currently spends around $53.40 over a dozen visits before getting a free item. So that person would also need to visit a couple of extra times for the freebie with the new system.â€,,
10,Check the Math in the News - National Council of Teachers of Mathematics,"a. With the current rewards program, how much would people need to spend to get a free food or drink item?",,
11,Check the Math in the News - National Council of Teachers of Mathematics,"b. Is this statement, â€œSo that person would also need to visit a couple of extra times [to get] the freebie with the new systemâ€ correct? If so, explain why. If not, explain why not.",,
12,Check the Math in the News - National Council of Teachers of Mathematics,4. â€œPeople who spend around $5 or less per visit wonâ€™t get as many freebies.â€,,
13,Check the Math in the News - National Council of Teachers of Mathematics,"a. Is this statement correct? If so, explain why. If not, explain why not.",,
14,Check the Math in the News - National Council of Teachers of Mathematics,REFERENCE,,
15,Check the Math in the News - National Council of Teachers of Mathematics,"Choi, Candice. February 23, 2016. â€œStarbucks Changes Rewards Program; Small Spenders Lose.â€ AP: The Big Story. http://bigstory.ap.org/article/13fb76293ca742bbb761420532b358c4/starbucks-changes-rewards-program-small-spenders-lose",,
